City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
550,Parakou,BJ,68.97,overcast clouds,9.3372,2.6303,Benin Metropole Hotel
552,Sherpur,BD,87.42,overcast clouds,25.0188,90.0175,জামালপুর মডেল ছাত্রাবাস
553,Aljezur,PT,66.9,clear sky,37.3191,-8.8033,Amazigh Hostel
554,Pokaran,IN,87.12,scattered clouds,26.9167,71.9167,Motel Pokaran - RTDC
559,Sola,VU,81.14,few clouds,-13.8833,167.55,Leumerus Bungalows
561,Ca Mau,VN,80.11,overcast clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
562,Sirsilla,IN,74.48,light rain,18.3833,78.8333,Guest rooms
563,Pine Bluff,US,87.73,clear sky,34.2284,-92.0032,"Holiday Inn Express & Suites Pine Bluff, an IHG Hotel"
564,Genhe,CN,88.21,clear sky,50.7833,121.5167,Companionship Hotel
565,Praia Da Vitoria,PT,67.75,clear sky,38.7333,-27.0667,Hotel Branco I
566,High Level,CA,66.31,few clouds,58.5169,-117.136,Days Inn by Wyndham High Level
567,Aksu,CN,82.0,clear sky,41.1231,80.2644,Pudong Holiday Hotel
572,Paralimni,CY,82.15,clear sky,35.0375,33.9833,Amore Hotel Apartments
573,Alyangula,AU,76.95,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
574,Grand-Santi,GF,71.1,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
575,Daudnagar,IN,86.13,light rain,25.0333,84.4,Handi Meat Master
577,Macae,BR,67.75,clear sky,-22.3708,-41.7869,Golden Tulip Macaé
579,Dzhebariki-Khaya,RU,85.73,broken clouds,62.2167,135.8,
581,Batesville,US,88.21,few clouds,35.7698,-91.641,"Holiday Inn Express & Suites Batesville, an IHG Hotel"
582,Tongliao,CN,78.89,overcast clouds,43.6125,122.2653,Meirujia Hotel
583,Bagdarin,RU,74.17,light rain,54.4333,113.6,Gostevoy Dom Terem
584,Kloulklubed,PW,84.7,broken clouds,7.0419,134.2556,Storyboard Beach Resort
586,Brownsville,US,85.08,clear sky,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
588,Balingasay,PH,86.31,overcast clouds,16.3573,119.8564,Rock Garden Resort
589,Namatanai,PG,84.13,scattered clouds,-3.6667,152.4333,Seagulls Inn Namatani
592,Sollies-Pont,FR,77.99,clear sky,43.1898,6.0432,Logis Hôtel Alba Flora
593,Gondanglegi,ID,84.31,few clouds,-7.7479,112.0132,pondok pesantren mamba'ul 'ulum selo rejo
594,Santa Cruz De La Palma,ES,71.74,scattered clouds,28.6835,-17.7642,H10 Taburiente Playa
595,Griffith,US,79.9,clear sky,41.5284,-87.4237,Apartment above Depot Bar
597,Ixtapa,MX,85.23,scattered clouds,20.7,-105.2,hotel la terminal
599,Ewo,CG,74.73,light rain,-0.8725,14.8206,Residence Elonda Ewo
602,Hakui,JP,82.54,light rain,36.8833,136.7833,KYUKAMURA NOTO-CHIRIHAMA
603,Saint-Louis,SN,78.93,light rain,16.3333,-15.0,
604,Pombas,CV,73.18,broken clouds,17.1503,-25.0201,Paul Paradis
605,Aracoiaba,BR,70.32,broken clouds,-4.3711,-38.8142,Bar Redondo e Pousada
606,Kourou,GF,78.12,scattered clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
607,Hamcearca,RO,69.98,clear sky,45.1167,28.3667,Pârlita Glade
608,Kargasok,RU,66.81,overcast clouds,59.0556,80.8572,Hotel Kargasok
609,Gazanjyk,TM,87.08,clear sky,39.2446,55.5154,Railway motel
611,Ulaangom,MN,71.65,clear sky,49.9811,92.0667,Achit Nuur Hotel & Restaurant
612,Maki,JP,78.75,light rain,37.75,138.8833,Iwamuro Onsen Fujiya
613,Zaozhuang,CN,84.52,scattered clouds,34.8647,117.5542,Diaoyutai Hotel
618,Buraydah,SA,84.65,broken clouds,26.326,43.975,Mövenpick Qassim
621,Olinda,BR,71.33,mist,-8.0089,-34.8553,Flat Quatro Rodas Olinda
622,West Wendover,US,83.41,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
626,Agadir,MA,75.65,few clouds,30.4202,-9.5982,Iberostar Founty Beach
627,Niquelandia,BR,66.6,clear sky,-14.4739,-48.4597,Hotel Suinã
628,El Dorado,US,79.32,clear sky,38.7666,-120.5177,South Fork Group Campground
630,Dogondoutchi,NE,81.86,moderate rain,13.6393,4.0287,Hôtel Alheri Maison Alheri
631,Yatou,CN,79.21,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
632,Manaure,CO,81.09,clear sky,11.7751,-72.4445,Hotel Palaaima
633,Moratuwa,LK,80.74,broken clouds,6.773,79.8816,Sa Mansion By Yoho
635,Oranzherei,RU,70.54,overcast clouds,45.8476,47.5663,Usad'ba V Khmelevom
636,Bouna,CI,72.57,overcast clouds,9.2667,-3.0,Hôtel lababa
637,Marsa Matruh,EG,75.2,clear sky,31.3525,27.2453,Beau Site
638,Santa Cruz,BO,67.46,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
639,Esmeralda,CU,77.05,clear sky,21.8525,-78.1169,Centro de Pioneros Exploradores
640,Muli,MV,79.77,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
641,Merrill,US,69.62,clear sky,45.1805,-89.6835,Prairie Motel
642,Rantauprapat,ID,89.53,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
643,Siparia,TT,77.79,overcast clouds,10.1333,-61.5,Brook Gardens
647,Luanda,AO,68.0,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
649,Mamatid,PH,85.08,moderate rain,14.2342,121.1581,mdespinoB41L36
650,Gamba,GA,70.54,overcast clouds,-2.65,10.0,
652,Bardiyah,LY,73.74,clear sky,31.7561,25.0865,بورتو بردية
656,Formosa,AR,69.78,clear sky,-26.1775,-58.1781,Asterión Departamentos
658,Ust-Tsilma,RU,68.72,broken clouds,65.441,52.1498,U Praskov'i
662,Hof,DE,67.23,scattered clouds,50.3167,11.9167,Hotel Burghof
663,Marsaxlokk,MT,78.08,clear sky,35.8419,14.5431,Water's Edge
